 F		 G
 8.51138038e+04 -1.26329042e+01 
 8.70963590e+04 -1.26421062e+01 
 8.91250938e+04 -1.26503302e+01 
 9.12010839e+04 -1.26576239e+01 
 9.33254301e+04 -1.26640338e+01 
 9.54992586e+04 -1.26696061e+01 
 9.77237221e+04 -1.26743859e+01 
 1.00000000e+05 -1.26784179e+01 
 1.02329299e+05 -1.26817459e+01 
 1.04712855e+05 -1.26844130e+01 
 1.07151931e+05 -1.26864614e+01 
 1.09647820e+05 -1.26879327e+01 
 1.12201845e+05 -1.26888675e+01 
 1.14815362e+05 -1.26893057e+01 
 1.17489755e+05 -1.26892861e+01 
 1.20226443e+05 -1.26888467e+01 
 1.23026877e+05 -1.26880243e+01 
 1.25892541e+05 -1.26868547e+01 
 1.28824955e+05 -1.26853727e+01 
 1.31825674e+05 -1.26836118e+01 
 1.34896288e+05 -1.26816041e+01 
 1.38038426e+05 -1.26793806e+01 
 1.41253754e+05 -1.26769709e+01 
 1.44543977e+05 -1.26744032e+01 
 1.47910839e+05 -1.26717040e+01 
 1.51356125e+05 -1.26688987e+01 
 1.54881662e+05 -1.26660108e+01 
 1.58489319e+05 -1.26630623e+01 
 1.62181010e+05 -1.26600738e+01 
 1.65958691e+05 -1.26570641e+01 
 1.69824365e+05 -1.26540504e+01 
 1.73780083e+05 -1.26510483e+01 
 1.77827941e+05 -1.26480718e+01 
 1.81970086e+05 -1.26451333e+01 
 1.86208714e+05 -1.26422436e+01 
 1.90546072e+05 -1.26394120e+01 
 1.94984460e+05 -1.26366464e+01 
 1.99526231e+05 -1.26339533e+01 
 2.04173794e+05 -1.26313377e+01 
 2.08929613e+05 -1.26288034e+01 
 2.13796209e+05 -1.26263531e+01 
 2.18776162e+05 -1.26239882e+01 
 2.23872114e+05 -1.26217091e+01 
 2.29086765e+05 -1.26195155e+01 
 2.34422882e+05 -1.26174058e+01 
 2.39883292e+05 -1.26153782e+01 
 2.45470892e+05 -1.26134296e+01 
 2.51188643e+05 -1.26115569e+01 
 2.57039578e+05 -1.26097563e+01 
 2.63026799e+05 -1.26080234e+01 
 2.69153480e+05 -1.26063538e+01 
 2.75422870e+05 -1.26047427e+01 
 2.81838293e+05 -1.26031853e+01 
 2.88403150e+05 -1.26016765e+01 
 2.95120923e+05 -1.26002115e+01 
 3.01995172e+05 -1.25987852e+01 
 3.09029543e+05 -1.25973928e+01 
 3.16227766e+05 -1.25960297e+01 
 3.23593657e+05 -1.25946913e+01 
 3.31131121e+05 -1.25933735e+01 
 3.38844156e+05 -1.25920722e+01 
 3.46736850e+05 -1.25907837e+01 
 3.54813389e+05 -1.25895047e+01 
 3.63078055e+05 -1.25882320e+01 
 3.71535229e+05 -1.25869629e+01 
 3.80189396e+05 -1.25856950e+01 
 3.89045145e+05 -1.25844262e+01 
 3.98107171e+05 -1.25831547e+01 
 4.07380278e+05 -1.25818792e+01 
 4.16869383e+05 -1.25805984e+01 
 4.26579519e+05 -1.25793115e+01 
 4.36515832e+05 -1.25780181e+01 
 4.46683592e+05 -1.25767179e+01 
 4.57088190e+05 -1.25754108e+01 
 4.67735141e+05 -1.25740971e+01 
 4.78630092e+05 -1.25727772e+01 
 4.89778819e+05 -1.25714517e+01 
 5.01187234e+05 -1.25701215e+01 
 5.12861384e+05 -1.25687874e+01 
 5.24807460e+05 -1.25674505e+01 
 5.37031796e+05 -1.25661121e+01 
 5.49540874e+05 -1.25647734e+01 
 5.62341325e+05 -1.25634358e+01 
 5.75439937e+05 -1.25621006e+01 
 5.88843655e+05 -1.25607693e+01 
 6.02559586e+05 -1.25594433e+01 
 6.16595002e+05 -1.25581242e+01 
 6.30957344e+05 -1.25568132e+01 
 6.45654229e+05 -1.25555119e+01 
 6.60693448e+05 -1.25542216e+01 
 6.76082975e+05 -1.25529438e+01 
 6.91830971e+05 -1.25516796e+01 
 7.07945784e+05 -1.25504302e+01 
 7.24435960e+05 -1.25491970e+01 
 7.41310241e+05 -1.25479808e+01 
 7.58577575e+05 -1.25467828e+01 
 7.76247117e+05 -1.25456039e+01 
 7.94328235e+05 -1.25444448e+01 
 8.12830516e+05 -1.25433065e+01 
 8.31763771e+05 -1.25421894e+01 
 8.51138038e+05 -1.25410943e+01 
 8.70963590e+05 -1.25400216e+01 
 8.91250938e+05 -1.25389717e+01 
 9.12010839e+05 -1.25379450e+01 
 9.33254301e+05 -1.25369418e+01 
 9.54992586e+05 -1.25359621e+01 
 9.77237221e+05 -1.25350062e+01 
 1.00000000e+06 -1.25340742e+01 
